,full_name,party,number,chamber,DOB,first_name,method,proportion_male,proportion_female,predicted_gender
6759,"PETTENGILL, Samuel Barrett",Democrat,75,house,1886.0,Samuel,ipums,1.0,0.0,M
6760,"POLK, James Gould",Democrat,72,house,1896.0,James,ipums,0.9942,0.0058,M
6761,"POLK, James Gould",Democrat,73,house,1896.0,James,ipums,0.9942,0.0058,M
6762,"POLK, James Gould",Democrat,74,house,1896.0,James,ipums,0.9942,0.0058,M
6763,"SHANLEY, James Andrew",Democrat,74,house,1896.0,James,ipums,0.9942,0.0058,M
6764,"POLK, James Gould",Democrat,75,house,1896.0,James,ipums,0.9942,0.0058,M
6765,"SHANLEY, James Andrew",Democrat,75,house,1896.0,James,ipums,0.9942,0.0058,M
6766,"POLK, James Gould",Democrat,76,house,1896.0,James,ipums,0.9942,0.0058,M
6767,"SHANLEY, James Andrew",Democrat,76,house,1896.0,James,ipums,0.9942,0.0058,M
6768,"SHANLEY, James Andrew",Democrat,77,house,1896.0,James,ipums,0.9942,0.0058,M
6769,"ROE, James A.",Democrat,79,house,1896.0,James,ipums,0.9942,0.0058,M
6770,"POLK, James Gould",Democrat,81,house,1896.0,James,ipums,0.9942,0.0058,M
6771,"POLK, James Gould",Democrat,82,house,1896.0,James,ipums,0.9942,0.0058,M
6772,"POLK, James Gould",Democrat,83,house,1896.0,James,ipums,0.9942,0.0058,M
6773,"POLK, James Gould",Democrat,84,house,1896.0,James,ipums,0.9942,0.0058,M
6774,"POLK, James Gould",Democrat,85,house,1896.0,James,ipums,0.9942,0.0058,M
6775,"POLK, James Gould",Democrat,86,house,1896.0,James,ipums,0.9942,0.0058,M
6776,"RUDD, Stephen Andrew",Democrat,72,house,1874.0,Stephen,ipums,1.0,0.0,M
6777,"RUDD, Stephen Andrew",Democrat,73,house,1874.0,Stephen,ipums,1.0,0.0,M
6778,"RUDD, Stephen Andrew",Democrat,74,house,1874.0,Stephen,ipums,1.0,0.0,M
6779,"SCHUETZ, Leonard William",Democrat,72,house,1887.0,Leonard,ipums,1.0,0.0,M
6780,"SCHUETZ, Leonard William",Democrat,73,house,1887.0,Leonard,ipums,1.0,0.0,M
6781,"SCHUETZ, Leonard William",Democrat,74,house,1887.0,Leonard,ipums,1.0,0.0,M
6782,"SCHUETZ, Leonard William",Democrat,75,house,1887.0,Leonard,ipums,1.0,0.0,M
6783,"SCHUETZ, Leonard William",Democrat,76,house,1887.0,Leonard,ipums,1.0,0.0,M
6784,"SCHUETZ, Leonard William",Democrat,77,house,1887.0,Leonard,ipums,1.0,0.0,M
6785,"SCHUETZ, Leonard William",Democrat,78,house,1887.0,Leonard,ipums,1.0,0.0,M
6786,"SMITH, Howard Worth",Democrat,72,house,1883.0,Howard,ipums,1.0,0.0,M
6787,"SMITH, Howard Worth",Democrat,73,house,1883.0,Howard,ipums,1.0,0.0,M
6788,"SMITH, Howard Worth",Democrat,74,house,1883.0,Howard,ipums,1.0,0.0,M
6789,"SMITH, Howard Worth",Democrat,75,house,1883.0,Howard,ipums,1.0,0.0,M
6790,"SMITH, Howard Worth",Democrat,76,house,1883.0,Howard,ipums,1.0,0.0,M
6791,"SMITH, Howard Worth",Democrat,77,house,1883.0,Howard,ipums,1.0,0.0,M
6792,"SMITH, Howard Worth",Democrat,78,house,1883.0,Howard,ipums,1.0,0.0,M
6793,"SMITH, Howard Worth",Democrat,79,house,1883.0,Howard,ipums,1.0,0.0,M
6794,"SMITH, Howard Worth",Democrat,80,house,1883.0,Howard,ipums,1.0,0.0,M
6795,"SMITH, Howard Worth",Democrat,81,house,1883.0,Howard,ipums,1.0,0.0,M
6796,"SMITH, Howard Worth",Democrat,82,house,1883.0,Howard,ipums,1.0,0.0,M
6797,"SMITH, Howard Worth",Democrat,83,house,1883.0,Howard,ipums,1.0,0.0,M
6798,"SMITH, Howard Worth",Democrat,84,house,1883.0,Howard,ipums,1.0,0.0,M
6799,"SMITH, Howard Worth",Democrat,85,house,1883.0,Howard,ipums,1.0,0.0,M
6800,"SMITH, Howard Worth",Democrat,86,house,1883.0,Howard,ipums,1.0,0.0,M
6801,"SMITH, Howard Worth",Democrat,87,house,1883.0,Howard,ipums,1.0,0.0,M
6802,"SMITH, Howard Worth",Democrat,88,house,1883.0,Howard,ipums,1.0,0.0,M
6803,"SMITH, Howard Worth",Democrat,89,house,1883.0,Howard,ipums,1.0,0.0,M
6804,"SPENCE, Brent",Democrat,72,house,1874.0,Brent,ipums,1.0,0.0,M
6805,"SPENCE, Brent",Democrat,73,house,1874.0,Brent,ipums,1.0,0.0,M
6806,"SPENCE, Brent",Democrat,74,house,1874.0,Brent,ipums,1.0,0.0,M
6807,"SPENCE, Brent",Democrat,75,house,1874.0,Brent,ipums,1.0,0.0,M
6808,"SPENCE, Brent",Democrat,76,house,1874.0,Brent,ipums,1.0,0.0,M
6809,"SPENCE, Brent",Democrat,77,house,1874.0,Brent,ipums,1.0,0.0,M
6810,"SPENCE, Brent",Democrat,78,house,1874.0,Brent,ipums,1.0,0.0,M
6811,"SPENCE, Brent",Democrat,79,house,1874.0,Brent,ipums,1.0,0.0,M
6812,"SPENCE, Brent",Democrat,80,house,1874.0,Brent,ipums,1.0,0.0,M
6813,"SPENCE, Brent",Democrat,81,house,1874.0,Brent,ipums,1.0,0.0,M
6814,"SPENCE, Brent",Democrat,82,house,1874.0,Brent,ipums,1.0,0.0,M
6815,"SPENCE, Brent",Democrat,83,house,1874.0,Brent,ipums,1.0,0.0,M
6816,"SPENCE, Brent",Democrat,84,house,1874.0,Brent,ipums,1.0,0.0,M
6817,"SPENCE, Brent",Democrat,85,house,1874.0,Brent,ipums,1.0,0.0,M
6818,"SPENCE, Brent",Democrat,86,house,1874.0,Brent,ipums,1.0,0.0,M
6819,"SPENCE, Brent",Democrat,87,house,1874.0,Brent,ipums,1.0,0.0,M
6820,"STEWART, Percy Hamilton",Democrat,72,house,1867.0,Percy,ipums,0.9475,0.0525,M
6821,"STULL, Howard William",Republican,72,house,1876.0,Howard,ipums,0.9983,0.0017,M
6822,"SWEENEY, Martin Leonard",Democrat,72,house,1885.0,Martin,ipums,1.0,0.0,M
6823,"SWEENEY, Martin Leonard",Democrat,73,house,1885.0,Martin,ipums,1.0,0.0,M
6824,"SWEENEY, Martin Leonard",Democrat,74,house,1885.0,Martin,ipums,1.0,0.0,M
6825,"SWEENEY, Martin Leonard",Democrat,75,house,1885.0,Martin,ipums,1.0,0.0,M
6826,"SWEENEY, Martin Leonard",Democrat,76,house,1885.0,Martin,ipums,1.0,0.0,M
6827,"SWEENEY, Martin Leonard",Democrat,77,house,1885.0,Martin,ipums,1.0,0.0,M
6828,"WEST, Charles Franklin",Democrat,72,house,1895.0,Charles,ipums,0.9973,0.0027,M
6829,"WEST, Charles Franklin",Democrat,73,house,1895.0,Charles,ipums,0.9973,0.0027,M
6830,"GERLACH, Charles Lewis",Republican,76,house,1895.0,Charles,ipums,0.9973,0.0027,M
6831,"GERLACH, Charles Lewis",Republican,77,house,1895.0,Charles,ipums,0.9973,0.0027,M
6832,"GERLACH, Charles Lewis",Republican,78,house,1895.0,Charles,ipums,0.9973,0.0027,M
6833,"HOEVEN, Charles Bernard",Republican,78,house,1895.0,Charles,ipums,0.9973,0.0027,M
6834,"GERLACH, Charles Lewis",Republican,79,house,1895.0,Charles,ipums,0.9973,0.0027,M
6835,"HOEVEN, Charles Bernard",Republican,79,house,1895.0,Charles,ipums,0.9973,0.0027,M
6836,"GERLACH, Charles Lewis",Republican,80,house,1895.0,Charles,ipums,0.9973,0.0027,M
6837,"HOEVEN, Charles Bernard",Republican,80,house,1895.0,Charles,ipums,0.9973,0.0027,M
6838,"HOEVEN, Charles Bernard",Republican,81,house,1895.0,Charles,ipums,0.9973,0.0027,M
6839,"HOEVEN, Charles Bernard",Republican,82,house,1895.0,Charles,ipums,0.9973,0.0027,M
6840,"HOEVEN, Charles Bernard",Republican,83,house,1895.0,Charles,ipums,0.9973,0.0027,M
6841,"HOEVEN, Charles Bernard",Republican,84,house,1895.0,Charles,ipums,0.9973,0.0027,M
6842,"HOEVEN, Charles Bernard",Republican,85,house,1895.0,Charles,ipums,0.9973,0.0027,M
6843,"HOEVEN, Charles Bernard",Republican,86,house,1895.0,Charles,ipums,0.9973,0.0027,M
6844,"HOEVEN, Charles Bernard",Republican,87,house,1895.0,Charles,ipums,0.9973,0.0027,M
6845,"HOEVEN, Charles Bernard",Republican,88,house,1895.0,Charles,ipums,0.9973,0.0027,M
6846,"WHITE, Wilbur McKee",Republican,72,house,1890.0,Wilbur,ipums,1.0,0.0,M
6847,"WITHROW, Gardner Robert",Progressive,72,house,1892.0,Gardner,ipums,1.0,0.0,M
6848,"WITHROW, Gardner Robert",Progressive,73,house,1892.0,Gardner,ipums,1.0,0.0,M
6849,"WITHROW, Gardner Robert",Progressive,74,house,1892.0,Gardner,ipums,1.0,0.0,M
6850,"WITHROW, Gardner Robert",Progressive,75,house,1892.0,Gardner,ipums,1.0,0.0,M
6851,"WITHROW, Gardner Robert",Republican,81,house,1892.0,Gardner,ipums,1.0,0.0,M
6852,"WITHROW, Gardner Robert",Republican,82,house,1892.0,Gardner,ipums,1.0,0.0,M
6853,"WITHROW, Gardner Robert",Republican,83,house,1892.0,Gardner,ipums,1.0,0.0,M
6854,"WITHROW, Gardner Robert",Republican,84,house,1892.0,Gardner,ipums,1.0,0.0,M
6855,"WITHROW, Gardner Robert",Republican,85,house,1892.0,Gardner,ipums,1.0,0.0,M
6856,"WITHROW, Gardner Robert",Republican,86,house,1892.0,Gardner,ipums,1.0,0.0,M
6857,"WOLCOTT, Jesse Paine",Republican,72,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6858,"WOLCOTT, Jesse Paine",Republican,73,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6859,"WOLCOTT, Jesse Paine",Republican,74,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6860,"WOLCOTT, Jesse Paine",Republican,75,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6861,"WOLCOTT, Jesse Paine",Republican,76,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6862,"WOLCOTT, Jesse Paine",Republican,77,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6863,"WOLCOTT, Jesse Paine",Republican,78,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6864,"WOLCOTT, Jesse Paine",Republican,79,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6865,"WOLCOTT, Jesse Paine",Republican,80,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6866,"WOLCOTT, Jesse Paine",Republican,81,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6867,"WOLCOTT, Jesse Paine",Republican,82,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6868,"WOLCOTT, Jesse Paine",Republican,83,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6869,"YOUNGER, Jesse Arthur",Republican,83,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6870,"WOLCOTT, Jesse Paine",Republican,84,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6871,"YOUNGER, Jesse Arthur",Republican,84,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6872,"YOUNGER, Jesse Arthur",Republican,85,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6873,"YOUNGER, Jesse Arthur",Republican,86,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6874,"YOUNGER, Jesse Arthur",Republican,87,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6875,"YOUNGER, Jesse Arthur",Republican,88,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6876,"YOUNGER, Jesse Arthur",Republican,89,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6877,"YOUNGER, Jesse Arthur",Republican,90,house,1893.0,Jesse,ipums,0.9015,0.0985,M
6878,"AUSTIN, Warren Robinson",Republican,72,senate,1877.0,Warren,ipums,1.0,0.0,M
6879,"AUSTIN, Warren Robinson",Republican,73,senate,1877.0,Warren,ipums,1.0,0.0,M
6880,"AUSTIN, Warren Robinson",Republican,74,senate,1877.0,Warren,ipums,1.0,0.0,M
6881,"AUSTIN, Warren Robinson",Republican,75,senate,1877.0,Warren,ipums,1.0,0.0,M
6882,"AUSTIN, Warren Robinson",Republican,76,senate,1877.0,Warren,ipums,1.0,0.0,M
6883,"AUSTIN, Warren Robinson",Republican,77,senate,1877.0,Warren,ipums,1.0,0.0,M
6884,"AUSTIN, Warren Robinson",Republican,78,senate,1877.0,Warren,ipums,1.0,0.0,M
6885,"AUSTIN, Warren Robinson",Republican,79,senate,1877.0,Warren,ipums,1.0,0.0,M
6886,"BACHMAN, Nathan Lynn",Democrat,72,senate,1878.0,Nathan,ipums,1.0,0.0,M
6887,"BACHMAN, Nathan Lynn",Democrat,73,senate,1878.0,Nathan,ipums,1.0,0.0,M
6888,"BACHMAN, Nathan Lynn",Democrat,74,senate,1878.0,Nathan,ipums,1.0,0.0,M
6889,"BACHMAN, Nathan Lynn",Democrat,75,senate,1878.0,Nathan,ipums,1.0,0.0,M
6890,"BAILEY, Josiah William",Democrat,72,senate,1873.0,Josiah,ipums,1.0,0.0,M
6891,"BAILEY, Josiah William",Democrat,73,senate,1873.0,Josiah,ipums,1.0,0.0,M
6892,"BAILEY, Josiah William",Democrat,74,senate,1873.0,Josiah,ipums,1.0,0.0,M
6893,"BAILEY, Josiah William",Democrat,75,senate,1873.0,Josiah,ipums,1.0,0.0,M
6894,"BAILEY, Josiah William",Democrat,76,senate,1873.0,Josiah,ipums,1.0,0.0,M
6895,"BAILEY, Josiah William",Democrat,77,senate,1873.0,Josiah,ipums,1.0,0.0,M
6896,"BAILEY, Josiah William",Democrat,78,senate,1873.0,Josiah,ipums,1.0,0.0,M
6897,"BAILEY, Josiah William",Democrat,79,senate,1873.0,Josiah,ipums,1.0,0.0,M
6898,"CARAWAY, Hattie Wyatt",Democrat,72,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6899,"CARAWAY, Hattie Wyatt",Democrat,73,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6900,"CARAWAY, Hattie Wyatt",Democrat,74,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6901,"CARAWAY, Hattie Wyatt",Democrat,75,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6902,"CARAWAY, Hattie Wyatt",Democrat,76,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6903,"CARAWAY, Hattie Wyatt",Democrat,77,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6904,"CARAWAY, Hattie Wyatt",Democrat,78,senate,1878.0,Hattie,ipums,0.0077,0.9923,F
6905,"CLARK, Joel Bennett",Democrat,72,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6906,"CLARK, Joel Bennett",Democrat,73,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6907,"CLARK, Joel Bennett",Democrat,74,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6908,"CLARK, Joel Bennett",Democrat,75,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6909,"CLARK, Joel Bennett",Democrat,76,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6910,"CLARK, Joel Bennett",Democrat,77,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6911,"CLARK, Joel Bennett",Democrat,78,senate,1890.0,Joel,ipums,0.9112,0.0888,M
6912,"COOLIDGE, Marcus Allen",Democrat,72,senate,1865.0,Marcus,ipums,1.0,0.0,M
6913,"COOLIDGE, Marcus Allen",Democrat,73,senate,1865.0,Marcus,ipums,1.0,0.0,M
6914,"COOLIDGE, Marcus Allen",Democrat,74,senate,1865.0,Marcus,ipums,1.0,0.0,M
6915,"GRAMMER, Elijah Sherman",Republican,72,senate,1868.0,Elijah,ipums,0.9903,0.0097,M
6916,"LOGAN, Marvel Mills",Democrat,72,senate,1874.0,Marvel,ipums,1.0,0.0,M
6917,"LOGAN, Marvel Mills",Democrat,73,senate,1874.0,Marvel,ipums,1.0,0.0,M
6918,"LOGAN, Marvel Mills",Democrat,74,senate,1874.0,Marvel,ipums,1.0,0.0,M
6919,"LOGAN, Marvel Mills",Democrat,75,senate,1874.0,Marvel,ipums,1.0,0.0,M
6920,"LOGAN, Marvel Mills",Democrat,76,senate,1874.0,Marvel,ipums,1.0,0.0,M
6921,"LONG, Huey Pierce",Democrat,72,senate,1893.0,Huey,ipums,1.0,0.0,M
6922,"LONG, Huey Pierce",Democrat,73,senate,1893.0,Huey,ipums,1.0,0.0,M
6923,"LONG, Huey Pierce",Democrat,74,senate,1893.0,Huey,ipums,1.0,0.0,M
6924,"RUSSELL, Richard Brevard, Jr.",Democrat,72,senate,1897.0,Richard,ipums,1.0,0.0,M
6925,"RUSSELL, Richard Brevard, Jr.",Democrat,73,senate,1897.0,Richard,ipums,1.0,0.0,M
6926,"RUSSELL, Richard Brevard, Jr.",Democrat,74,senate,1897.0,Richard,ipums,1.0,0.0,M
6927,"RUSSELL, Richard Brevard, Jr.",Democrat,75,senate,1897.0,Richard,ipums,1.0,0.0,M
6928,"RUSSELL, Richard Brevard, Jr.",Democrat,76,senate,1897.0,Richard,ipums,1.0,0.0,M
6929,"RUSSELL, Richard Brevard, Jr.",Democrat,77,senate,1897.0,Richard,ipums,1.0,0.0,M
6930,"RUSSELL, Richard Brevard, Jr.",Democrat,78,senate,1897.0,Richard,ipums,1.0,0.0,M
6931,"RUSSELL, Richard Brevard, Jr.",Democrat,79,senate,1897.0,Richard,ipums,1.0,0.0,M
6932,"SCHUYLER, Karl Cortlandt",Republican,72,senate,1877.0,Karl,ipums,1.0,0.0,M
6933,"ADAIR, Jackson Leroy",Democrat,73,house,1887.0,Jackson,ipums,1.0,0.0,M
6934,"ADAIR, Jackson Leroy",Democrat,74,house,1887.0,Jackson,ipums,1.0,0.0,M
6935,"ADAMS, Wilbur Louis",Democrat,73,house,1884.0,Wilbur,ipums,1.0,0.0,M
6936,"ALLEN, Leo Elwood",Republican,73,house,1898.0,Leo,ipums,0.9827,0.0173,M
6937,"ALLEN, Leo Elwood",Republican,74,house,1898.0,Leo,ipums,0.9827,0.0173,M
6938,"ALLEN, Leo Elwood",Republican,75,house,1898.0,Leo,ipums,0.9827,0.0173,M
6939,"ALLEN, Leo Elwood",Republican,76,house,1898.0,Leo,ipums,0.9827,0.0173,M
6940,"ALLEN, Leo Elwood",Republican,77,house,1898.0,Leo,ipums,0.9827,0.0173,M
6941,"ALLEN, Leo Elwood",Republican,78,house,1898.0,Leo,ipums,0.9827,0.0173,M
6942,"ALLEN, Leo Elwood",Republican,79,house,1898.0,Leo,ipums,0.9827,0.0173,M
6943,"ALLEN, Leo Elwood",Republican,80,house,1898.0,Leo,ipums,0.9827,0.0173,M
6944,"ALLEN, Leo Elwood",Republican,81,house,1898.0,Leo,ipums,0.9827,0.0173,M
6945,"ALLEN, Leo Elwood",Republican,82,house,1898.0,Leo,ipums,0.9827,0.0173,M
6946,"ALLEN, Leo Elwood",Republican,83,house,1898.0,Leo,ipums,0.9827,0.0173,M
6947,"ALLEN, Leo Elwood",Republican,84,house,1898.0,Leo,ipums,0.9827,0.0173,M
6948,"ALLEN, Leo Elwood",Republican,85,house,1898.0,Leo,ipums,0.9827,0.0173,M
6949,"ALLEN, Leo Elwood",Republican,86,house,1898.0,Leo,ipums,0.9827,0.0173,M
6950,"AYERS, Roy Elmer",Democrat,73,house,1882.0,Roy,ipums,1.0,0.0,M
6951,"AYERS, Roy Elmer",Democrat,74,house,1882.0,Roy,ipums,1.0,0.0,M
6952,"BEITER, Alfred Florian",Democrat,73,house,1894.0,Alfred,ipums,1.0,0.0,M
6953,"BEITER, Alfred Florian",Democrat,74,house,1894.0,Alfred,ipums,1.0,0.0,M
6954,"BEITER, Alfred Florian",Democrat,75,house,1894.0,Alfred,ipums,1.0,0.0,M
6955,"PHILLIPS, Alfred Noroton",Democrat,75,house,1894.0,Alfred,ipums,1.0,0.0,M
6956,"BEITER, Alfred Florian",Democrat,77,house,1894.0,Alfred,ipums,1.0,0.0,M
6957,"BIERMANN, Frederick Elliott",Democrat,73,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6958,"BIERMANN, Frederick Elliott",Democrat,74,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6959,"BIERMANN, Frederick Elliott",Democrat,75,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6960,"SMITH, Frederick Cleveland",Republican,76,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6961,"SMITH, Frederick Cleveland",Republican,77,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6962,"SMITH, Frederick Cleveland",Republican,78,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6963,"SMITH, Frederick Cleveland",Republican,79,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6964,"SMITH, Frederick Cleveland",Republican,80,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6965,"SMITH, Frederick Cleveland",Republican,81,house,1884.0,Frederick,ipums,0.9949,0.0051,M
6966,"BLANCHARD, George Washington",Republican,73,house,1884.0,George,ipums,0.997,0.003,M
6967,"WILSON, George Allison",Republican,78,senate,1884.0,George,ipums,0.997,0.003,M
6968,"WILSON, George Allison",Republican,79,senate,1884.0,George,ipums,0.997,0.003,M
6969,"BRENNAN, Martin Adlai",Democrat,73,house,1879.0,Martin,ipums,0.9986,0.0014,M
6970,"BRENNAN, Martin Adlai",Democrat,74,house,1879.0,Martin,ipums,0.9986,0.0014,M
6971,"BROOKS, Joshua Twing",Democrat,73,house,1884.0,Joshua,ipums,1.0,0.0,M
6972,"BROOKS, Joshua Twing",Democrat,74,house,1884.0,Joshua,ipums,1.0,0.0,M
6973,"BROWN, John Young",Democrat,73,house,1900.0,John,ipums,0.9979,0.0021,M
6974,"HESELTON, John Walter",Republican,79,house,1900.0,John,ipums,0.9979,0.0021,M
6975,"HESELTON, John Walter",Republican,80,house,1900.0,John,ipums,0.9979,0.0021,M
6976,"HESELTON, John Walter",Republican,81,house,1900.0,John,ipums,0.9979,0.0021,M
6977,"HESELTON, John Walter",Republican,82,house,1900.0,John,ipums,0.9979,0.0021,M
6978,"HESELTON, John Walter",Republican,83,house,1900.0,John,ipums,0.9979,0.0021,M
6979,"HESELTON, John Walter",Republican,84,house,1900.0,John,ipums,0.9979,0.0021,M
6980,"HESELTON, John Walter",Republican,85,house,1900.0,John,ipums,0.9979,0.0021,M
6981,"BROWN, Prentiss Marsh",Democrat,73,house,1889.0,Prentiss,ipums,,,
6982,"BROWN, Prentiss Marsh",Democrat,74,house,1889.0,Prentiss,ipums,,,
6983,"BROWN, Prentiss Marsh",Democrat,74,senate,1889.0,Prentiss,ipums,,,
6984,"BROWN, Prentiss Marsh",Democrat,75,senate,1889.0,Prentiss,ipums,,,
6985,"BROWN, Prentiss Marsh",Democrat,76,senate,1889.0,Prentiss,ipums,,,
6986,"BROWN, Prentiss Marsh",Democrat,77,senate,1889.0,Prentiss,ipums,,,
6987,"BUCK, Frank Henry",Democrat,73,house,1887.0,Frank,ipums,0.9996,0.0004,M
6988,"BUCK, Frank Henry",Democrat,74,house,1887.0,Frank,ipums,0.9996,0.0004,M
6989,"BUCK, Frank Henry",Democrat,75,house,1887.0,Frank,ipums,0.9996,0.0004,M
6990,"BUCK, Frank Henry",Democrat,76,house,1887.0,Frank,ipums,0.9996,0.0004,M
6991,"KEEFE, Frank Bateman",Republican,76,house,1887.0,Frank,ipums,0.9996,0.0004,M
6992,"BUCK, Frank Henry",Democrat,77,house,1887.0,Frank,ipums,0.9996,0.0004,M
6993,"KEEFE, Frank Bateman",Republican,77,house,1887.0,Frank,ipums,0.9996,0.0004,M
6994,"KEEFE, Frank Bateman",Republican,78,house,1887.0,Frank,ipums,0.9996,0.0004,M
6995,"KEEFE, Frank Bateman",Republican,79,house,1887.0,Frank,ipums,0.9996,0.0004,M
6996,"KEEFE, Frank Bateman",Republican,80,house,1887.0,Frank,ipums,0.9996,0.0004,M
6997,"KEEFE, Frank Bateman",Republican,81,house,1887.0,Frank,ipums,0.9996,0.0004,M
6998,"BURKE, John Harley",Democrat,73,house,1894.0,John,ipums,0.9976,0.0024,M
6999,"DINGELL, John David",Democrat,73,house,1894.0,John,ipums,0.9976,0.0024,M
7000,"DINGELL, John David",Democrat,74,house,1894.0,John,ipums,0.9976,0.0024,M
7001,"DINGELL, John David",Democrat,75,house,1894.0,John,ipums,0.9976,0.0024,M
7002,"DINGELL, John David",Democrat,76,house,1894.0,John,ipums,0.9976,0.0024,M
7003,"HINSHAW, John Carl Williams",Republican,76,house,1894.0,John,ipums,0.9976,0.0024,M
7004,"DINGELL, John David",Democrat,77,house,1894.0,John,ipums,0.9976,0.0024,M
7005,"HINSHAW, John Carl Williams",Republican,77,house,1894.0,John,ipums,0.9976,0.0024,M
7006,"DINGELL, John David",Democrat,78,house,1894.0,John,ipums,0.9976,0.0024,M
7007,"HINSHAW, John Carl Williams",Republican,78,house,1894.0,John,ipums,0.9976,0.0024,M
7008,"DINGELL, John David",Democrat,79,house,1894.0,John,ipums,0.9976,0.0024,M
7009,"HINSHAW, John Carl Williams",Republican,79,house,1894.0,John,ipums,0.9976,0.0024,M
7010,"DINGELL, John David",Democrat,80,house,1894.0,John,ipums,0.9976,0.0024,M
7011,"HINSHAW, John Carl Williams",Republican,80,house,1894.0,John,ipums,0.9976,0.0024,M
7012,"DINGELL, John David",Democrat,81,house,1894.0,John,ipums,0.9976,0.0024,M
7013,"HINSHAW, John Carl Williams",Republican,81,house,1894.0,John,ipums,0.9976,0.0024,M
7014,"DINGELL, John David",Democrat,82,house,1894.0,John,ipums,0.9976,0.0024,M
7015,"HINSHAW, John Carl Williams",Republican,82,house,1894.0,John,ipums,0.9976,0.0024,M
7016,"DINGELL, John David",Democrat,83,house,1894.0,John,ipums,0.9976,0.0024,M
7017,"HINSHAW, John Carl Williams",Republican,83,house,1894.0,John,ipums,0.9976,0.0024,M
7018,"DINGELL, John David",Democrat,84,house,1894.0,John,ipums,0.9976,0.0024,M
7019,"HINSHAW, John Carl Williams",Republican,84,house,1894.0,John,ipums,0.9976,0.0024,M
7020,"CADY, Claude Ernest",Democrat,73,house,1878.0,Claude,ipums,0.8896,0.1104,M
7021,"CALDWELL, Millard Fillmore",Democrat,73,house,1897.0,Millard,ipums,1.0,0.0,M
7022,"CALDWELL, Millard Fillmore",Democrat,74,house,1897.0,Millard,ipums,1.0,0.0,M
7023,"CALDWELL, Millard Fillmore",Democrat,75,house,1897.0,Millard,ipums,1.0,0.0,M
7024,"CALDWELL, Millard Fillmore",Democrat,76,house,1897.0,Millard,ipums,1.0,0.0,M
7025,"CANNON, Raymond Joseph",Democrat,73,house,1894.0,Raymond,ipums,1.0,0.0,M
7026,"CANNON, Raymond Joseph",Democrat,74,house,1894.0,Raymond,ipums,1.0,0.0,M
7027,"CANNON, Raymond Joseph",Democrat,75,house,1894.0,Raymond,ipums,1.0,0.0,M
7028,"CARMICHAEL, Archibald Hill",Democrat,73,house,1864.0,Archibald,ipums,1.0,0.0,M
7029,"CARMICHAEL, Archibald Hill",Democrat,74,house,1864.0,Archibald,ipums,1.0,0.0,M
7030,"CARPENTER, Terry McGovern",Democrat,73,house,1900.0,Terry,ipums,1.0,0.0,M
7031,"CARPENTER, William Randolph",Democrat,73,house,1894.0,William,ipums,0.9988,0.0012,M
7032,"McFARLANE, William Doddridge",Democrat,73,house,1894.0,William,ipums,0.9988,0.0012,M
7033,"CARPENTER, William Randolph",Democrat,74,house,1894.0,William,ipums,0.9988,0.0012,M
7034,"McFARLANE, William Doddridge",Democrat,74,house,1894.0,William,ipums,0.9988,0.0012,M
7035,"McFARLANE, William Doddridge",Democrat,75,house,1894.0,William,ipums,0.9988,0.0012,M
