,first_name,last_name,party,gender,chamber,congress_number,DOB,method,proportion_male,proportion_female,predicted_gender,final_gender
6016,John,Spratt,D,M,house,108,1942.0,ssa,,,,M
6017,Pete,Stark,D,M,house,108,1931.0,ssa,,,,M
6018,Cliff,Stearns,R,M,house,108,1941.0,ssa,,,,M
6019,Charles,Stenholm,D,M,house,108,1938.0,ssa,,,,M
6020,Ted,Strickland,D,M,house,108,1941.0,ssa,,,,M
6021,Bart,Stupak,D,M,house,108,1952.0,ssa,,,,M
6022,John,Sullivan,R,M,house,108,1965.0,ssa,,,,M
6023,John,Sweeney,R,M,house,108,1955.0,ssa,,,,M
6024,Thomas,Tancredo,R,M,house,108,1945.0,ssa,,,,M
6025,John,Tanner,D,M,house,108,1944.0,ssa,,,,M
6026,Ellen,Tauscher,D,F,house,108,1951.0,ssa,,,,F
6027,William,Tauzin,R,M,house,108,1943.0,ssa,,,,M
6028,Charles,Taylor,R,M,house,108,1941.0,ssa,,,,M
6029,Gene,Taylor,D,M,house,108,1953.0,ssa,,,,M
6030,Lee,Terry,R,M,house,108,1962.0,ssa,,,,M
6031,William,Thomas,R,M,house,108,1941.0,ssa,,,,M
6032,Bennie,Thompson,D,M,house,108,1948.0,ssa,,,,M
6033,Mike,Thompson,D,M,house,108,1951.0,ssa,,,,M
6034,William,Thornberry,R,M,house,108,1958.0,ssa,,,,M
6035,Todd,Tiahrt,R,M,house,108,1951.0,ssa,,,,M
6036,Pat,Tiberi,R,M,house,108,1962.0,ssa,,,,M
6037,John,Tierney,D,M,house,108,1951.0,ssa,,,,M
6038,Patrick,Toomey,R,M,house,108,1961.0,ssa,,,,M
6039,Edolphus,Towns,D,M,house,108,1934.0,ssa,,,,M
6040,Michael,Turner,R,M,house,108,1960.0,ssa,,,,M
6041,James,Turner,D,M,house,108,1946.0,ssa,,,,M
6042,Mark,Udall,D,M,house,108,1950.0,ssa,,,,M
6043,Tom,Udall,D,M,house,108,1948.0,ssa,,,,M
6044,Fred,Upton,R,M,house,108,1953.0,ssa,,,,M
6045,Chris,Van Hollen,D,M,house,108,1959.0,ssa,,,,M
6046,Nydia,Velázquez,D,F,house,108,1953.0,ssa,,,,F
6047,Peter,Visclosky,D,M,house,108,1949.0,ssa,,,,M
6048,David,Vitter,R,M,house,108,1961.0,ssa,,,,M
6049,Greg,Walden,R,M,house,108,1957.0,ssa,,,,M
6050,James,Walsh,R,M,house,108,1947.0,ssa,,,,M
6051,Zach,Wamp,R,M,house,108,1957.0,ssa,,,,M
6052,Maxine,Waters,D,F,house,108,1938.0,ssa,,,,F
6053,Diane,Watson,D,F,house,108,1933.0,ssa,,,,F
6054,Melvin,Watt,D,M,house,108,1945.0,ssa,,,,M
6055,Henry,Waxman,D,M,house,108,1939.0,ssa,,,,M
6056,Anthony,Weiner,D,M,house,108,1964.0,ssa,,,,M
6057,David,Weldon,R,M,house,108,1953.0,ssa,,,,M
6058,W. Curtis,Weldon,R,M,house,108,1947.0,ssa,,,,M
6059,Gerald,Weller,R,M,house,108,1957.0,ssa,,,,M
6060,Robert,Wexler,D,M,house,108,1961.0,ssa,,,,M
6061,Edward,Whitfield,R,M,house,108,1943.0,ssa,,,,M
6062,Roger,Wicker,R,M,house,108,1951.0,ssa,,,,M
6063,Joe,Wilson,R,M,house,108,1947.0,ssa,,,,M
6064,Heather,Wilson,R,F,house,108,1960.0,ssa,,,,F
6065,Frank,Wolf,R,M,house,108,1939.0,ssa,,,,M
6066,Lynn,Woolsey,D,F,house,108,1937.0,ssa,,,,F
6067,David,Wu,D,M,house,108,1955.0,ssa,,,,M
6068,Albert,Wynn,D,M,house,108,1951.0,ssa,,,,M
6069,C. W. Bill,Young,R,M,house,108,1930.0,ssa,,,,M
6070,Don,Young,R,M,house,108,1933.0,ssa,,,,M
6071,Daniel,Akaka,D,M,senate,108,1924.0,ipums,,,,M
6072,Lamar,Alexander,R,M,senate,108,1940.0,ssa,,,,M
6073,Wayne,Allard,R,M,senate,108,1943.0,ssa,,,,M
6074,George,Allen,R,M,senate,108,1952.0,ssa,,,,M
6075,Max,Baucus,D,M,senate,108,1941.0,ssa,,,,M
6076,Evan,Bayh,D,M,senate,108,1955.0,ssa,,,,M
6077,Robert,Bennett,R,M,senate,108,1933.0,ssa,,,,M
6078,Joseph,Biden,D,M,senate,108,1942.0,ssa,,,,M
6079,Jeff,Bingaman,D,M,senate,108,1943.0,ssa,,,,M
6080,Christopher,Bond,R,M,senate,108,1939.0,ssa,,,,M
6081,Barbara,Boxer,D,F,senate,108,1940.0,ssa,,,,F
6082,John,Breaux,D,M,senate,108,1944.0,ssa,,,,M
6083,Sam,Brownback,R,M,senate,108,1956.0,ssa,,,,M
6084,Jim,Bunning,R,M,senate,108,1931.0,ssa,,,,M
6085,Conrad,Burns,R,M,senate,108,1935.0,ssa,,,,M
6086,Robert,Byrd,D,M,senate,108,1917.0,ipums,,,,M
6087,Ben,Campbell,R,M,senate,108,1933.0,ssa,,,,M
6088,Maria,Cantwell,D,F,senate,108,1958.0,ssa,,,,F
6089,Thomas,Carper,D,M,senate,108,1947.0,ssa,,,,M
6090,Lincoln,Chafee,R,M,senate,108,1953.0,ssa,,,,M
6091,Saxby,Chambliss,R,M,senate,108,1943.0,ssa,,,,M
6092,Hillary,Clinton,D,F,senate,108,1947.0,ssa,,,,F
6093,Thad,Cochran,R,M,senate,108,1937.0,ssa,,,,M
6094,Norm,Coleman,R,M,senate,108,1949.0,ssa,,,,M
6095,Susan,Collins,R,F,senate,108,1952.0,ssa,,,,F
6096,Kent,Conrad,D,M,senate,108,1948.0,ssa,,,,M
6097,John,Cornyn,R,M,senate,108,1952.0,ssa,,,,M
6098,Jon,Corzine,D,M,senate,108,1947.0,ssa,,,,M
6099,Larry,Craig,R,M,senate,108,1945.0,ssa,,,,M
6100,Michael,Crapo,R,M,senate,108,1951.0,ssa,,,,M
6101,Thomas,Daschle,D,M,senate,108,1947.0,ssa,,,,M
6102,Mark,Dayton,D,M,senate,108,1947.0,ssa,,,,M
6103,Michael,DeWine,R,M,senate,108,1947.0,ssa,,,,M
6104,Christopher,Dodd,D,M,senate,108,1944.0,ssa,,,,M
6105,Elizabeth,Dole,R,F,senate,108,1936.0,ssa,,,,F
6106,Pete,Domenici,R,M,senate,108,1932.0,ssa,,,,M
6107,Byron,Dorgan,D,M,senate,108,1942.0,ssa,,,,M
6108,Richard,Durbin,D,M,senate,108,1944.0,ssa,,,,M
6109,John,Edwards,D,M,senate,108,1953.0,ssa,,,,M
6110,John,Ensign,R,M,senate,108,1958.0,ssa,,,,M
6111,Michael,Enzi,R,M,senate,108,1944.0,ssa,,,,M
6112,Russ,Feingold,D,M,senate,108,1953.0,ssa,,,,M
6113,Dianne,Feinstein,D,F,senate,108,1933.0,ssa,,,,F
6114,Peter,Fitzgerald,R,M,senate,108,1960.0,ssa,,,,M
6115,William,Frist,R,M,senate,108,1952.0,ssa,,,,M
6116,Bob,Graham,D,M,senate,108,1936.0,ssa,,,,M
6117,Lindsey,Graham,R,M,senate,108,1955.0,ssa,,,,M
6118,Charles,Grassley,R,M,senate,108,1933.0,ssa,,,,M
6119,Judd,Gregg,R,M,senate,108,1947.0,ssa,,,,M
6120,Chuck,Hagel,R,M,senate,108,1946.0,ssa,,,,M
6121,Tom,Harkin,D,M,senate,108,1939.0,ssa,,,,M
6122,Orrin,Hatch,R,M,senate,108,1934.0,ssa,,,,M
6123,Ernest,Hollings,D,M,senate,108,1922.0,ipums,,,,M
6124,Kay,Hutchison,R,F,senate,108,1943.0,ssa,,,,F
6125,James,Inhofe,R,M,senate,108,1934.0,ssa,,,,M
6126,Daniel,Inouye,D,M,senate,108,1924.0,ipums,,,,M
6127,James,Jeffords,I,M,senate,108,1934.0,ssa,,,,M
6128,Tim,Johnson,D,M,senate,108,1946.0,ssa,,,,M
6129,Edward,Kennedy,D,M,senate,108,1932.0,ssa,,,,M
6130,John,Kerry,D,M,senate,108,1943.0,ssa,,,,M
6131,Herb,Kohl,D,M,senate,108,1935.0,ssa,,,,M
6132,Jon,Kyl,R,M,senate,108,1942.0,ssa,,,,M
6133,Mary,Landrieu,D,F,senate,108,1955.0,ssa,,,,F
6134,Frank,Lautenberg,D,M,senate,108,1924.0,ipums,,,,M
6135,Patrick,Leahy,D,M,senate,108,1940.0,ssa,,,,M
6136,Carl,Levin,D,M,senate,108,1934.0,ssa,,,,M
6137,Joseph,Lieberman,D,M,senate,108,1942.0,ssa,,,,M
6138,Blanche,Lincoln,D,F,senate,108,1960.0,ssa,,,,F
6139,Trent,Lott,R,M,senate,108,1941.0,ssa,,,,M
6140,Richard,Lugar,R,M,senate,108,1932.0,ssa,,,,M
6141,John,McCain,R,M,senate,108,1936.0,ssa,,,,M
6142,Mitch,McConnell,R,M,senate,108,1942.0,ssa,,,,M
6143,Barbara,Mikulski,D,F,senate,108,1936.0,ssa,,,,F
6144,Zell,Miller,D,M,senate,108,1932.0,ssa,,,,M
6145,Lisa,Murkowski,R,F,senate,108,1957.0,ssa,,,,F
6146,Patty,Murray,D,F,senate,108,1950.0,ssa,,,,F
6147,Bill,Nelson,D,M,senate,108,1942.0,ssa,,,,M
6148,Ben,Nelson,D,M,senate,108,1941.0,ssa,,,,M
6149,Don,Nickles,R,M,senate,108,1948.0,ssa,,,,M
6150,Mark,Pryor,D,M,senate,108,1963.0,ssa,,,,M
6151,Jack,Reed,D,M,senate,108,1949.0,ssa,,,,M
6152,Harry,Reid,D,M,senate,108,1939.0,ssa,,,,M
6153,Pat,Roberts,R,M,senate,108,1936.0,ssa,,,,M
6154,John,Rockefeller,D,M,senate,108,1937.0,ssa,,,,M
6155,Richard,Santorum,R,M,senate,108,1958.0,ssa,,,,M
6156,Paul,Sarbanes,D,M,senate,108,1933.0,ssa,,,,M
6157,Charles,Schumer,D,M,senate,108,1950.0,ssa,,,,M
6158,Jeff,Sessions,R,M,senate,108,1946.0,ssa,,,,M
6159,Richard,Shelby,R,M,senate,108,1934.0,ssa,,,,M
6160,Gordon,Smith,R,M,senate,108,1952.0,ssa,,,,M
6161,Olympia,Snowe,R,F,senate,108,1947.0,ssa,,,,F
6162,Arlen,Specter,R,M,senate,108,1930.0,ssa,,,,M
6163,Debbie,Stabenow,D,F,senate,108,1950.0,ssa,,,,F
6164,Ted,Stevens,R,M,senate,108,1923.0,ipums,,,,M
6165,John,Sununu,R,M,senate,108,1964.0,ssa,,,,M
6166,James,Talent,R,M,senate,108,1956.0,ssa,,,,M
6167,Craig,Thomas,R,M,senate,108,1933.0,ssa,,,,M
6168,George,Voinovich,R,M,senate,108,1936.0,ssa,,,,M
6169,John,Warner,R,M,senate,108,1927.0,ipums,,,,M
6170,Ron,Wyden,D,M,senate,108,1949.0,ssa,,,,M
6171,Neil,Abercrombie,D,M,house,109,1938.0,ssa,,,,M
6172,Gary,Ackerman,D,M,house,109,1942.0,ssa,,,,M
6173,Robert,Aderholt,R,M,house,109,1965.0,ssa,,,,M
6174,Todd,Akin,R,M,house,109,1947.0,ssa,,,,M
6175,Rodney,Alexander,R,M,house,109,1946.0,ssa,,,,M
6176,Thomas,Allen,D,M,house,109,1945.0,ssa,,,,M
6177,Robert,Andrews,D,M,house,109,1957.0,ssa,,,,M
6178,Joe,Baca,D,M,house,109,1947.0,ssa,,,,M
6179,Spencer,Bachus,R,M,house,109,1947.0,ssa,,,,M
6180,Brian,Baird,D,M,house,109,1956.0,ssa,,,,M
6181,Richard,Baker,R,M,house,109,1948.0,ssa,,,,M
6182,Tammy,Baldwin,D,F,house,109,1962.0,ssa,,,,F
6183,J.,Barrett,R,M,house,109,1961.0,ssa,,,,M
6184,John,Barrow,D,M,house,109,1955.0,ssa,,,,M
6185,Roscoe,Bartlett,R,M,house,109,1926.0,ipums,,,,M
6186,Joe,Barton,R,M,house,109,1949.0,ssa,,,,M
6187,Charles,Bass,R,M,house,109,1952.0,ssa,,,,M
6188,Melissa,Bean,D,F,house,109,1962.0,ssa,,,,F
6189,Bob,Beauprez,R,M,house,109,1948.0,ssa,,,,M
6190,Xavier,Becerra,D,M,house,109,1958.0,ssa,,,,M
6191,Shelley,Berkley,D,F,house,109,1951.0,ssa,,,,F
6192,Howard,Berman,D,M,house,109,1941.0,ssa,,,,M
6193,Marion,Berry,D,M,house,109,1942.0,ssa,,,,M
6194,Judy,Biggert,R,F,house,109,1937.0,ssa,,,,F
6195,Brian,Bilbray,R,M,house,109,1951.0,ssa,,,,M
6196,Michael,Bilirakis,R,M,house,109,1930.0,ssa,,,,M
6197,Rob,Bishop,R,M,house,109,1951.0,ssa,,,,M
6198,Timothy,Bishop,D,M,house,109,1950.0,ssa,,,,M
6199,Sanford,Bishop,D,M,house,109,1947.0,ssa,,,,M
6200,Marsha,Blackburn,R,F,house,109,1952.0,ssa,,,,F
6201,Earl,Blumenauer,D,M,house,109,1948.0,ssa,,,,M
6202,Roy,Blunt,R,M,house,109,1950.0,ssa,,,,M
6203,Sherwood,Boehlert,R,M,house,109,1936.0,ssa,,,,M
6204,John,Boehner,R,M,house,109,1949.0,ssa,,,,M
6205,Henry,Bonilla,R,M,house,109,1954.0,ssa,,,,M
6206,Jo,Bonner,R,M,house,109,1959.0,ssa,,,,M
6207,Mary,Bono Mack,R,F,house,109,1961.0,ssa,,,,F
6208,John,Boozman,R,M,house,109,1950.0,ssa,,,,M
6209,Madeleine,Bordallo,D,F,house,109,1933.0,ssa,,,,F
6210,Dan,Boren,D,M,house,109,1973.0,ssa,,,,M
6211,Leonard,Boswell,D,M,house,109,1934.0,ssa,,,,M
6212,Rick,Boucher,D,M,house,109,1946.0,ssa,,,,M
6213,Charles,Boustany,R,M,house,109,1956.0,ssa,,,,M
6214,Allen,Boyd,D,M,house,109,1945.0,ssa,,,,M
6215,Jeb,Bradley,R,M,house,109,1952.0,ssa,,,,M
6216,Robert,Brady,D,M,house,109,1945.0,ssa,,,,M
6217,Kevin,Brady,R,M,house,109,1955.0,ssa,,,,M
6218,Corrine,Brown,D,F,house,109,1946.0,ssa,,,,F
6219,Henry,Brown,R,M,house,109,1935.0,ssa,,,,M
6220,Sherrod,Brown,D,M,house,109,1952.0,ssa,,,,M
6221,Ginny,Brown-Waite,R,F,house,109,1943.0,ssa,,,,F
6222,Michael,Burgess,R,M,house,109,1950.0,ssa,,,,M
6223,Dan,Burton,R,M,house,109,1938.0,ssa,,,,M
6224,G.,Butterfield,D,M,house,109,1947.0,ssa,,,,M
6225,Steve,Buyer,R,M,house,109,1958.0,ssa,,,,M
6226,Ken,Calvert,R,M,house,109,1953.0,ssa,,,,M
6227,Dave,Camp,R,M,house,109,1953.0,ssa,,,,M
6228,John,Campbell,R,M,house,109,1955.0,ssa,,,,M
6229,Christopher,Cannon,R,M,house,109,1950.0,ssa,,,,M
6230,Eric,Cantor,R,M,house,109,1963.0,ssa,,,,M
6231,Shelley,Capito,R,F,house,109,1953.0,ssa,,,,F
6232,Lois,Capps,D,F,house,109,1938.0,ssa,,,,F
6233,Michael,Capuano,D,M,house,109,1952.0,ssa,,,,M
6234,Benjamin,Cardin,D,M,house,109,1943.0,ssa,,,,M
6235,Dennis,Cardoza,D,M,house,109,1959.0,ssa,,,,M
6236,Russ,Carnahan,D,M,house,109,1958.0,ssa,,,,M
6237,Julia,Carson,D,F,house,109,1938.0,ssa,,,,F
6238,John,Carter,R,M,house,109,1941.0,ssa,,,,M
6239,Ed,Case,D,M,house,109,1952.0,ssa,,,,M
6240,Michael,Castle,R,M,house,109,1939.0,ssa,,,,M
6241,Steven,Chabot,R,M,house,109,1953.0,ssa,,,,M
6242,Ben,Chandler,D,M,house,109,1959.0,ssa,,,,M
6243,Chris,Chocola,R,M,house,109,1962.0,ssa,,,,M
6244,Donna,Christensen,D,F,house,109,1945.0,ssa,,,,F
6245,William,Clay,D,M,house,109,1956.0,ssa,,,,M
6246,Emanuel,Cleaver,D,M,house,109,1944.0,ssa,,,,M
6247,James,Clyburn,D,M,house,109,1940.0,ssa,,,,M
6248,Howard,Coble,R,M,house,109,1931.0,ssa,,,,M
6249,Tom,Cole,R,M,house,109,1949.0,ssa,,,,M
6250,K.,Conaway,R,M,house,109,1948.0,ssa,,,,M
6251,John,Conyers,D,M,house,109,1929.0,ipums,,,,M
6252,Jim,Cooper,D,M,house,109,1954.0,ssa,,,,M
6253,Jim,Costa,D,M,house,109,1952.0,ssa,,,,M
6254,Jerry,Costello,D,M,house,109,1949.0,ssa,,,,M
6255,Christopher,Cox,R,M,house,109,1952.0,ssa,,,,M
6256,Robert,Cramer,D,M,house,109,1947.0,ssa,,,,M
6257,Ander,Crenshaw,R,M,house,109,1944.0,ssa,,,,M
6258,Joseph,Crowley,D,M,house,109,1962.0,ssa,,,,M
6259,Barbara,Cubin,R,F,house,109,1946.0,ssa,,,,F
6260,Henry,Cuellar,D,M,house,109,1955.0,ssa,,,,M
6261,John,Culberson,R,M,house,109,1956.0,ssa,,,,M
6262,Elijah,Cummings,D,M,house,109,1951.0,ssa,,,,M
6263,Randy,Cunningham,R,M,house,109,1941.0,ssa,,,,M
6264,Susan,Davis,D,F,house,109,1944.0,ssa,,,,F
6265,Danny,Davis,D,M,house,109,1941.0,ssa,,,,M
6266,Lincoln,Davis,D,M,house,109,1943.0,ssa,,,,M
6267,James,Davis,D,M,house,109,1957.0,ssa,,,,M
6268,Thomas,Davis,R,M,house,109,1949.0,ssa,,,,M
6269,Artur,Davis,D,M,house,109,1967.0,ssa,,,,M
6270,Geoff,Davis,R,M,house,109,1958.0,ssa,,,,M
6271,Jo Ann,Davis,R,F,house,109,1950.0,ssa,,,,F
6272,Nathan,Deal,R,M,house,109,1942.0,ssa,,,,M
6273,Peter,DeFazio,D,M,house,109,1947.0,ssa,,,,M
6274,Diana,DeGette,D,F,house,109,1957.0,ssa,,,,F
6275,Bill,Delahunt,D,M,house,109,1941.0,ssa,,,,M
6276,Rosa,DeLauro,D,F,house,109,1943.0,ssa,,,,F
6277,Thomas,DeLay,R,M,house,109,1947.0,ssa,,,,M
6278,Charlie,Dent,R,M,house,109,1960.0,ssa,,,,M
6279,Lincoln,Diaz-Balart,R,M,house,109,1954.0,ssa,,,,M
6280,Mario,Diaz-Balart,R,M,house,109,1961.0,ssa,,,,M
6281,Norman,Dicks,D,M,house,109,1940.0,ssa,,,,M
6282,John,Dingell,D,M,house,109,1926.0,ipums,,,,M
6283,Lloyd,Doggett,D,M,house,109,1946.0,ssa,,,,M
6284,John,Doolittle,R,M,house,109,1950.0,ssa,,,,M
6285,Mike,Doyle,D,M,house,109,1953.0,ssa,,,,M
6286,Thelma,Drake,R,F,house,109,1949.0,ssa,,,,F
6287,David,Dreier,R,M,house,109,1952.0,ssa,,,,M
6288,John,Duncan,R,M,house,109,1947.0,ssa,,,,M
6289,Chet,Edwards,D,M,house,109,1951.0,ssa,,,,M
6290,Vernon,Ehlers,R,M,house,109,1934.0,ssa,,,,M
6291,Rahm,Emanuel,D,M,house,109,1959.0,ssa,,,,M
6292,Jo Ann,Emerson,R,F,house,109,1950.0,ssa,,,,F
6293,Eliot,Engel,D,M,house,109,1947.0,ssa,,,,M
6294,Phil,English,R,M,house,109,1956.0,ssa,,,,M
6295,Anna,Eshoo,D,F,house,109,1942.0,ssa,,,,F
6296,Bob,Etheridge,D,M,house,109,1941.0,ssa,,,,M
6297,Lane,Evans,D,M,house,109,1951.0,ssa,,,,M
6298,Terry,Everett,R,M,house,109,1937.0,ssa,,,,M
6299,Eni,Faleomavaega,D,M,house,109,1943.0,ssa,,,,M
6300,Sam,Farr,D,M,house,109,1941.0,ssa,,,,M
6301,Chaka,Fattah,D,M,house,109,1956.0,ssa,,,,M
6302,Tom,Feeney,R,M,house,109,1958.0,ssa,,,,M
6303,Michael,Ferguson,R,M,house,109,1970.0,ssa,,,,M
6304,Bob,Filner,D,M,house,109,1942.0,ssa,,,,M
6305,Michael,Fitzpatrick,R,M,house,109,1963.0,ssa,,,,M
6306,Jeff,Flake,R,M,house,109,1962.0,ssa,,,,M
6307,Mark,Foley,R,M,house,109,1954.0,ssa,,,,M
6308,J.,Forbes,R,M,house,109,1952.0,ssa,,,,M
6309,Harold,Ford,D,M,house,109,1970.0,ssa,,,,M
6310,Jeff,Fortenberry,R,M,house,109,1960.0,ssa,,,,M
6311,Luis,Fortuno,R,M,house,109,1960.0,ssa,,,,M
6312,Vito,Fossella,R,M,house,109,1965.0,ssa,,,,M
6313,Virginia,Foxx,R,F,house,109,1943.0,ssa,,,,F
6314,Barney,Frank,D,M,house,109,1940.0,ssa,,,,M
6315,Trent,Franks,R,M,house,109,1957.0,ssa,,,,M
6316,Rodney,Frelinghuysen,R,M,house,109,1946.0,ssa,,,,M
6317,Elton,Gallegly,R,M,house,109,1944.0,ssa,,,,M
6318,Scott,Garrett,R,M,house,109,1959.0,ssa,,,,M
6319,Jim,Gerlach,R,M,house,109,1955.0,ssa,,,,M
6320,James,Gibbons,R,M,house,109,1944.0,ssa,,,,M
6321,Wayne,Gilchrest,R,M,house,109,1946.0,ssa,,,,M
6322,Paul,Gillmor,R,M,house,109,1939.0,ssa,,,,M
6323,Phil,Gingrey,R,M,house,109,1942.0,ssa,,,,M
6324,Louie,Gohmert,R,M,house,109,1953.0,ssa,,,,M
6325,Charlie,Gonzalez,D,M,house,109,1945.0,ssa,,,,M
6326,Virgil,Goode,R,M,house,109,1946.0,ssa,,,,M
6327,Robert,Goodlatte,R,M,house,109,1952.0,ssa,,,,M
6328,Bart,Gordon,D,M,house,109,1949.0,ssa,,,,M
6329,Kay,Granger,R,F,house,109,1943.0,ssa,,,,F
6330,Sam,Graves,R,M,house,109,1963.0,ssa,,,,M
6331,Mark,Green,R,M,house,109,1960.0,ssa,,,,M
6332,Gene,Green,D,M,house,109,1947.0,ssa,,,,M
6333,Al,Green,D,M,house,109,1947.0,ssa,,,,M
6334,Raúl,Grijalva,D,M,house,109,1948.0,ssa,,,,M
6335,Luis,Gutiérrez,D,M,house,109,1953.0,ssa,,,,M
6336,Gilbert,Gutknecht,R,M,house,109,1951.0,ssa,,,,M
6337,Ralph,Hall,R,M,house,109,1923.0,ipums,,,,M
6338,Jane,Harman,D,F,house,109,1945.0,ssa,,,,F
6339,Katherine,Harris,R,F,house,109,1957.0,ssa,,,,F
6340,Melissa,Hart,R,F,house,109,1962.0,ssa,,,,F
6341,J. Dennis,Hastert,R,M,house,109,1942.0,ssa,,,,M
6342,Alcee,Hastings,D,M,house,109,1936.0,ssa,,,,M
6343,Doc,Hastings,R,M,house,109,1941.0,ssa,,,,M
6344,Robin,Hayes,R,M,house,109,1945.0,ssa,,,,M
6345,John,Hayworth,R,M,house,109,1958.0,ssa,,,,M
6346,Joel,Hefley,R,M,house,109,1935.0,ssa,,,,M
6347,Jeb,Hensarling,R,M,house,109,1957.0,ssa,,,,M
6348,Wally,Herger,R,M,house,109,1945.0,ssa,,,,M
6349,Stephanie,Herseth Sandlin,D,F,house,109,1970.0,ssa,,,,F
6350,Brian,Higgins,D,M,house,109,1959.0,ssa,,,,M
6351,Maurice,Hinchey,D,M,house,109,1938.0,ssa,,,,M
6352,Rubén,Hinojosa,D,M,house,109,1940.0,ssa,,,,M
6353,David,Hobson,R,M,house,109,1936.0,ssa,,,,M
6354,Peter,Hoekstra,R,M,house,109,1953.0,ssa,,,,M
6355,Tim,Holden,D,M,house,109,1957.0,ssa,,,,M
6356,Rush,Holt,D,M,house,109,1948.0,ssa,,,,M
6357,Michael,Honda,D,M,house,109,1941.0,ssa,,,,M
6358,Darlene,Hooley,D,F,house,109,1939.0,ssa,,,,F
6359,John,Hostettler,R,M,house,109,1961.0,ssa,,,,M
6360,Steny,Hoyer,D,M,house,109,1939.0,ssa,,,,M
6361,Kenny,Hulshof,R,M,house,109,1958.0,ssa,,,,M
6362,Duncan,Hunter,R,M,house,109,1948.0,ssa,,,,M
6363,Henry,Hyde,R,M,house,109,1924.0,ipums,,,,M
6364,Bob,Inglis,R,M,house,109,1959.0,ssa,,,,M
6365,Jay,Inslee,D,M,house,109,1951.0,ssa,,,,M
6366,Steve,Israel,D,M,house,109,1958.0,ssa,,,,M
6367,Darrell,Issa,R,M,house,109,1953.0,ssa,,,,M
6368,Ernest,Istook,R,M,house,109,1950.0,ssa,,,,M
6369,Jesse,Jackson,D,M,house,109,1965.0,ssa,,,,M
6370,Sheila,Jackson Lee,D,F,house,109,1950.0,ssa,,,,F
6371,William,Jefferson,D,M,house,109,1947.0,ssa,,,,M
6372,William,Jenkins,R,M,house,109,1936.0,ssa,,,,M
6373,Bobby,Jindal,R,M,house,109,1971.0,ssa,,,,M
6374,Sam,Johnson,R,M,house,109,1930.0,ssa,,,,M
6375,Timothy,Johnson,R,M,house,109,1946.0,ssa,,,,M
6376,Eddie,Johnson,D,F,house,109,1935.0,ssa,,,,F
6377,Nancy,Johnson,R,F,house,109,1935.0,ssa,,,,F
6378,Walter,Jones,R,M,house,109,1943.0,ssa,,,,M
6379,Stephanie,Jones,D,F,house,109,1949.0,ssa,,,,F
6380,Paul,Kanjorski,D,M,house,109,1937.0,ssa,,,,M
6381,Marcy,Kaptur,D,F,house,109,1946.0,ssa,,,,F
6382,Ric,Keller,R,M,house,109,1964.0,ssa,,,,M
6383,Sue,Kelly,R,F,house,109,1936.0,ssa,,,,F
6384,Patrick,Kennedy,D,M,house,109,1967.0,ssa,,,,M
6385,Mark,Kennedy,R,M,house,109,1957.0,ssa,,,,M
6386,Dale,Kildee,D,M,house,109,1929.0,ipums,,,,M
6387,Carolyn,Kilpatrick,D,F,house,109,1945.0,ssa,,,,F
6388,Ron,Kind,D,M,house,109,1963.0,ssa,,,,M
6389,Steve,King,R,M,house,109,1949.0,ssa,,,,M
6390,Peter,King,R,M,house,109,1944.0,ssa,,,,M
6391,Jack,Kingston,R,M,house,109,1955.0,ssa,,,,M
6392,Mark,Kirk,R,M,house,109,1959.0,ssa,,,,M
6393,John,Kline,R,M,house,109,1947.0,ssa,,,,M
6394,Joseph,Knollenberg,R,M,house,109,1933.0,ssa,,,,M
6395,James,Kolbe,R,M,house,109,1942.0,ssa,,,,M
6396,Dennis,Kucinich,D,M,house,109,1946.0,ssa,,,,M
6397,John,Kuhl,R,M,house,109,1943.0,ssa,,,,M
6398,Ray,LaHood,R,M,house,109,1945.0,ssa,,,,M
6399,Jim,Langevin,D,M,house,109,1964.0,ssa,,,,M
6400,Tom,Lantos,D,M,house,109,1928.0,ipums,,,,M
6401,Rick,Larsen,D,M,house,109,1965.0,ssa,,,,M
6402,John,Larson,D,M,house,109,1948.0,ssa,,,,M
6403,Tom,Latham,R,M,house,109,1948.0,ssa,,,,M
6404,Steven,LaTourette,R,M,house,109,1954.0,ssa,,,,M
6405,James,Leach,R,M,house,109,1942.0,ssa,,,,M
6406,Barbara,Lee,D,F,house,109,1946.0,ssa,,,,F
6407,Sander,Levin,D,M,house,109,1931.0,ssa,,,,M
6408,Jerry,Lewis,R,M,house,109,1934.0,ssa,,,,M
6409,John,Lewis,D,M,house,109,1940.0,ssa,,,,M
6410,Ron,Lewis,R,M,house,109,1946.0,ssa,,,,M
6411,John,Linder,R,M,house,109,1942.0,ssa,,,,M
6412,Daniel,Lipinski,D,M,house,109,1966.0,ssa,,,,M
6413,Frank,LoBiondo,R,M,house,109,1946.0,ssa,,,,M
6414,Zoe,Lofgren,D,F,house,109,1947.0,ssa,,,,F
6415,Nita,Lowey,D,F,house,109,1937.0,ssa,,,,F
6416,Frank,Lucas,R,M,house,109,1960.0,ssa,,,,M
6417,Dan,Lungren,R,M,house,109,1946.0,ssa,,,,M
6418,Stephen,Lynch,D,M,house,109,1955.0,ssa,,,,M
6419,Connie,Mack,R,M,house,109,1967.0,ssa,,,,M
6420,Carolyn,Maloney,D,F,house,109,1946.0,ssa,,,,F
