,full_name,party,congress_number,chamber,DOB,first_name,method,proportion_male,proportion_female,final_gender,gender,year
16277,"AMBRO, Jerome Anthony, Jr.",D,95,house,1928.0,Jerome,ipums,1.0,0.0,M,,1977
16278,"AMBRO, Jerome Anthony, Jr.",D,96,house,1928.0,Jerome,ipums,1.0,0.0,M,,1979
16279,"AuCOIN, Les",D,94,house,1942.0,Les,ssa,1.0,0.0,M,,1975
16280,"AuCOIN, Les",D,95,house,1942.0,Les,ssa,1.0,0.0,M,,1977
16281,"AuCOIN, Les",D,96,house,1942.0,Les,ssa,1.0,0.0,M,,1979
16282,"AuCOIN, Les",D,97,house,1942.0,Les,ssa,1.0,0.0,M,,1981
16283,"AuCOIN, Les",D,98,house,1942.0,Les,ssa,1.0,0.0,M,,1983
16284,"AuCOIN, Les",D,99,house,1942.0,Les,ssa,1.0,0.0,M,,1985
16285,"AuCOIN, Les",D,100,house,1942.0,Les,ssa,1.0,0.0,M,,1987
16286,"AuCOIN, Les",D,101,house,1942.0,Les,ssa,1.0,0.0,M,,1989
16287,"BALDUS, Alvin James",D,94,house,1926.0,Alvin,ipums,0.9922,0.0078,M,,1975
16288,"BALDUS, Alvin James",D,95,house,1926.0,Alvin,ipums,0.9922,0.0078,M,,1977
16289,"BALDUS, Alvin James",D,96,house,1926.0,Alvin,ipums,0.9922,0.0078,M,,1979
16290,"BAUCUS, Max Sieben",D,94,house,1941.0,Max,ssa,1.0,0.0,M,,1975
16291,"BAUCUS, Max Sieben",D,95,house,1941.0,Max,ssa,1.0,0.0,M,,1977
16292,"BEARD, Edward Peter",D,94,house,1940.0,Edward,ssa,0.9968,0.0032,M,,1975
16293,"BEARD, Edward Peter",D,95,house,1940.0,Edward,ssa,0.9968,0.0032,M,,1977
16294,"BEARD, Edward Peter",D,96,house,1940.0,Edward,ssa,0.9968,0.0032,M,,1979
16295,"BEDELL, Berkley Warren",D,94,house,1921.0,Berkley,ipums,1.0,0.0,M,,1975
16296,"BEDELL, Berkley Warren",D,95,house,1921.0,Berkley,ipums,1.0,0.0,M,,1977
16297,"BEDELL, Berkley Warren",D,96,house,1921.0,Berkley,ipums,1.0,0.0,M,,1979
16298,"BEDELL, Berkley Warren",D,97,house,1921.0,Berkley,ipums,1.0,0.0,M,,1981
16299,"BEDELL, Berkley Warren",D,98,house,1921.0,Berkley,ipums,1.0,0.0,M,,1983
16300,"BEDELL, Berkley Warren",D,99,house,1921.0,Berkley,ipums,1.0,0.0,M,,1985
16301,"BLANCHARD, James Johnston",D,94,house,1942.0,James,ssa,0.9963,0.0037,M,,1975
16302,"BLANCHARD, James Johnston",D,95,house,1942.0,James,ssa,0.9963,0.0037,M,,1977
16303,"LEACH, James Albert Smith",R,95,house,1942.0,James,ssa,0.9963,0.0037,M,,1977
16304,"BLANCHARD, James Johnston",D,96,house,1942.0,James,ssa,0.9963,0.0037,M,,1979
16305,"LEACH, James Albert Smith",R,96,house,1942.0,James,ssa,0.9963,0.0037,M,,1979
16306,"BLANCHARD, James Johnston",D,97,house,1942.0,James,ssa,0.9963,0.0037,M,,1981
16307,"LEACH, James Albert Smith",R,97,house,1942.0,James,ssa,0.9963,0.0037,M,,1981
16308,"LEACH, James Albert Smith",R,98,house,1942.0,James,ssa,0.9963,0.0037,M,,1983
16309,"KOLBE, James Thomas",R,99,house,1942.0,James,ssa,0.9963,0.0037,M,,1985
16310,"LEACH, James Albert Smith",R,99,house,1942.0,James,ssa,0.9963,0.0037,M,,1985
16311,"KOLBE, James Thomas",R,100,house,1942.0,James,ssa,0.9963,0.0037,M,,1987
16312,"LEACH, James Albert Smith",R,100,house,1942.0,James,ssa,0.9963,0.0037,M,,1987
16313,"KOLBE, James Thomas",R,101,house,1942.0,James,ssa,0.9963,0.0037,M,,1989
16314,"LEACH, James Albert Smith",R,101,house,1942.0,James,ssa,0.9963,0.0037,M,,1989
16315,"BLOUIN, Michael Thomas",D,94,house,1945.0,Michael,ssa,0.9946,0.0054,M,,1975
16316,"BLOUIN, Michael Thomas",D,95,house,1945.0,Michael,ssa,0.9946,0.0054,M,,1977
16317,"BONKER, Don Leroy",D,94,house,1937.0,Don,ssa,0.9935,0.0065,M,,1975
16318,"BONKER, Don Leroy",D,95,house,1937.0,Don,ssa,0.9935,0.0065,M,,1977
16319,"BONKER, Don Leroy",D,96,house,1937.0,Don,ssa,0.9935,0.0065,M,,1979
16320,"BONKER, Don Leroy",D,97,house,1937.0,Don,ssa,0.9935,0.0065,M,,1981
16321,"BONKER, Don Leroy",D,98,house,1937.0,Don,ssa,0.9935,0.0065,M,,1983
16322,"BONKER, Don Leroy",D,99,house,1937.0,Don,ssa,0.9935,0.0065,M,,1985
16323,"BONKER, Don Leroy",D,100,house,1937.0,Don,ssa,0.9935,0.0065,M,,1987
16324,"BRODHEAD, William McNulty",D,94,house,1941.0,William,ssa,0.9971,0.0029,M,,1975
16325,"BRODHEAD, William McNulty",D,95,house,1941.0,William,ssa,0.9971,0.0029,M,,1977
16326,"BRODHEAD, William McNulty",D,96,house,1941.0,William,ssa,0.9971,0.0029,M,,1979
16327,"GRAY, William Herbert, III",D,96,house,1941.0,William,ssa,0.9971,0.0029,M,,1979
16328,"THOMAS, William Marshall",R,96,house,1941.0,William,ssa,0.9971,0.0029,M,,1979
16329,"BRODHEAD, William McNulty",D,97,house,1941.0,William,ssa,0.9971,0.0029,M,,1981
16330,"GRAY, William Herbert, III",D,97,house,1941.0,William,ssa,0.9971,0.0029,M,,1981
16331,"THOMAS, William Marshall",R,97,house,1941.0,William,ssa,0.9971,0.0029,M,,1981
16332,"FRANKLIN, William Webster",R,98,house,1941.0,William,ssa,0.9971,0.0029,M,,1983
16333,"GRAY, William Herbert, III",D,98,house,1941.0,William,ssa,0.9971,0.0029,M,,1983
16334,"THOMAS, William Marshall",R,98,house,1941.0,William,ssa,0.9971,0.0029,M,,1983
16335,"FRANKLIN, William Webster",R,99,house,1941.0,William,ssa,0.9971,0.0029,M,,1985
16336,"GRAY, William Herbert, III",D,99,house,1941.0,William,ssa,0.9971,0.0029,M,,1985
16337,"THOMAS, William Marshall",R,99,house,1941.0,William,ssa,0.9971,0.0029,M,,1985
16338,"GRAY, William Herbert, III",D,100,house,1941.0,William,ssa,0.9971,0.0029,M,,1987
16339,"THOMAS, William Marshall",R,100,house,1941.0,William,ssa,0.9971,0.0029,M,,1987
16340,"GRAY, William Herbert, III",D,101,house,1941.0,William,ssa,0.9971,0.0029,M,,1989
16341,"THOMAS, William Marshall",R,101,house,1941.0,William,ssa,0.9971,0.0029,M,,1989
16342,"CARR, Milton Robert (Bob)",D,94,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1975
16343,"CARR, Milton Robert (Bob)",D,95,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1977
16344,"CARR, Milton Robert (Bob)",D,96,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1979
16345,"CARR, Milton Robert (Bob)",D,98,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1983
16346,"CARR, Milton Robert (Bob)",D,99,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1985
16347,"CARR, Milton Robert (Bob)",D,100,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1987
16348,"CARR, Milton Robert (Bob)",D,101,house,1943.0,Milton,ssa,0.9926,0.0074,M,,1989
16349,"COLEMAN, Earl Thomas",R,94,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1975
16350,"COLEMAN, Earl Thomas",R,95,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1977
16351,"COLEMAN, Earl Thomas",R,96,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1979
16352,"COLEMAN, Earl Thomas",R,97,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1981
16353,"COLEMAN, Earl Thomas",R,98,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1983
16354,"COLEMAN, Earl Thomas",R,99,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1985
16355,"COLEMAN, Earl Thomas",R,100,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1987
16356,"COLEMAN, Earl Thomas",R,101,house,1943.0,Earl,ssa,0.993,0.006999999999999999,M,,1989
16357,"D'AMOURS, Norman Edward",D,94,house,1937.0,Norman,ssa,0.9951,0.0049,M,,1975
16358,"D'AMOURS, Norman Edward",D,95,house,1937.0,Norman,ssa,0.9951,0.0049,M,,1977
16359,"D'AMOURS, Norman Edward",D,96,house,1937.0,Norman,ssa,0.9951,0.0049,M,,1979
16360,"D'AMOURS, Norman Edward",D,97,house,1937.0,Norman,ssa,0.9951,0.0049,M,,1981
16361,"D'AMOURS, Norman Edward",D,98,house,1937.0,Norman,ssa,0.9951,0.0049,M,,1983
16362,"DERRICK, Butler Carson, Jr.",D,94,house,1936.0,Butler,ssa,1.0,0.0,M,,1975
16363,"DERRICK, Butler Carson, Jr.",D,95,house,1936.0,Butler,ssa,1.0,0.0,M,,1977
16364,"DERRICK, Butler Carson, Jr.",D,96,house,1936.0,Butler,ssa,1.0,0.0,M,,1979
16365,"DERRICK, Butler Carson, Jr.",D,97,house,1936.0,Butler,ssa,1.0,0.0,M,,1981
16366,"DERRICK, Butler Carson, Jr.",D,98,house,1936.0,Butler,ssa,1.0,0.0,M,,1983
16367,"DERRICK, Butler Carson, Jr.",D,99,house,1936.0,Butler,ssa,1.0,0.0,M,,1985
16368,"DERRICK, Butler Carson, Jr.",D,100,house,1936.0,Butler,ssa,1.0,0.0,M,,1987
16369,"DERRICK, Butler Carson, Jr.",D,101,house,1936.0,Butler,ssa,1.0,0.0,M,,1989
16370,"DODD, Christopher John",D,94,house,1944.0,Christopher,ssa,0.9899,0.0101,M,,1975
16371,"DODD, Christopher John",D,95,house,1944.0,Christopher,ssa,0.9899,0.0101,M,,1977
16372,"DODD, Christopher John",D,96,house,1944.0,Christopher,ssa,0.9899,0.0101,M,,1979
16373,"DOWNEY, Thomas Joseph",D,94,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1975
16374,"DOWNEY, Thomas Joseph",D,95,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1977
16375,"DOWNEY, Thomas Joseph",D,96,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1979
16376,"DOWNEY, Thomas Joseph",D,97,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1981
16377,"DOWNEY, Thomas Joseph",D,98,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1983
16378,"DOWNEY, Thomas Joseph",D,99,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1985
16379,"DOWNEY, Thomas Joseph",D,100,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1987
16380,"DOWNEY, Thomas Joseph",D,101,house,1949.0,Thomas,ssa,0.9977,0.0023,M,,1989
16381,"EARLY, Joseph Daniel",D,94,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1975
16382,"EARLY, Joseph Daniel",D,95,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1977
16383,"EARLY, Joseph Daniel",D,96,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1979
16384,"EARLY, Joseph Daniel",D,97,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1981
16385,"EARLY, Joseph Daniel",D,98,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1983
16386,"EARLY, Joseph Daniel",D,99,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1985
16387,"EARLY, Joseph Daniel",D,100,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1987
16388,"EARLY, Joseph Daniel",D,101,house,1933.0,Joseph,ssa,0.9943,0.0057,M,,1989
16389,"EDGAR, Robert William",D,94,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1975
16390,"EDGAR, Robert William",D,95,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1977
16391,"LIVINGSTON, Robert Linlithgow, Jr.",R,95,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1977
16392,"EDGAR, Robert William",D,96,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1979
16393,"LIVINGSTON, Robert Linlithgow, Jr.",R,96,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1979
16394,"EDGAR, Robert William",D,97,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1981
16395,"LIVINGSTON, Robert Linlithgow, Jr.",R,97,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1981
16396,"EDGAR, Robert William",D,98,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1983
16397,"LIVINGSTON, Robert Linlithgow, Jr.",R,98,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1983
16398,"THOMAS, Robert Lindsay",D,98,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1983
16399,"EDGAR, Robert William",D,99,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1985
16400,"LIVINGSTON, Robert Linlithgow, Jr.",R,99,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1985
16401,"THOMAS, Robert Lindsay",D,99,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1985
16402,"CLEMENT, Robert Nelson",D,100,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1987
16403,"LIVINGSTON, Robert Linlithgow, Jr.",R,100,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1987
16404,"THOMAS, Robert Lindsay",D,100,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1987
16405,"CLEMENT, Robert Nelson",D,101,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1989
16406,"LIVINGSTON, Robert Linlithgow, Jr.",R,101,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1989
16407,"THOMAS, Robert Lindsay",D,101,house,1943.0,Robert,ssa,0.9966,0.0034,M,,1989
16408,"EMERY, David Farnham",R,94,house,1948.0,David,ssa,0.9978,0.0022,M,,1975
16409,"EMERY, David Farnham",R,95,house,1948.0,David,ssa,0.9978,0.0022,M,,1977
16410,"EMERY, David Farnham",R,96,house,1948.0,David,ssa,0.9978,0.0022,M,,1979
16411,"EMERY, David Farnham",R,97,house,1948.0,David,ssa,0.9978,0.0022,M,,1981
16412,"ENGLISH, Glenn Lee, Jr.",D,94,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1975
16413,"ENGLISH, Glenn Lee, Jr.",D,95,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1977
16414,"ENGLISH, Glenn Lee, Jr.",D,96,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1979
16415,"ENGLISH, Glenn Lee, Jr.",D,97,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1981
16416,"ENGLISH, Glenn Lee, Jr.",D,98,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1983
16417,"ENGLISH, Glenn Lee, Jr.",D,99,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1985
16418,"ENGLISH, Glenn Lee, Jr.",D,100,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1987
16419,"ENGLISH, Glenn Lee, Jr.",D,101,house,1940.0,Glenn,ssa,0.9939,0.0061,M,,1989
16420,"EVANS, David Walter",D,94,house,1946.0,David,ssa,0.9977,0.0023,M,,1975
16421,"EVANS, David Walter",D,95,house,1946.0,David,ssa,0.9977,0.0023,M,,1977
16422,"STOCKMAN, David Alan",R,95,house,1946.0,David,ssa,0.9977,0.0023,M,,1977
16423,"EVANS, David Walter",D,96,house,1946.0,David,ssa,0.9977,0.0023,M,,1979
16424,"STOCKMAN, David Alan",R,96,house,1946.0,David,ssa,0.9977,0.0023,M,,1979
16425,"EVANS, David Walter",D,97,house,1946.0,David,ssa,0.9977,0.0023,M,,1981
16426,"STOCKMAN, David Alan",R,97,house,1946.0,David,ssa,0.9977,0.0023,M,,1981
16427,"FENWICK, Millicent Hammond",R,94,house,1910.0,Millicent,ipums,0.0,1.0,F,,1975
16428,"FENWICK, Millicent Hammond",R,95,house,1910.0,Millicent,ipums,0.0,1.0,F,,1977
16429,"FENWICK, Millicent Hammond",R,96,house,1910.0,Millicent,ipums,0.0,1.0,F,,1979
16430,"FENWICK, Millicent Hammond",R,97,house,1910.0,Millicent,ipums,0.0,1.0,F,,1981
16431,"FLORIO, James Joseph",D,94,house,1937.0,James,ssa,0.9956,0.0044,M,,1975
16432,"SANTINI, James David",D,94,house,1937.0,James,ssa,0.9956,0.0044,M,,1975
16433,"FLORIO, James Joseph",D,95,house,1937.0,James,ssa,0.9956,0.0044,M,,1977
16434,"SANTINI, James David",D,95,house,1937.0,James,ssa,0.9956,0.0044,M,,1977
16435,"FLORIO, James Joseph",D,96,house,1937.0,James,ssa,0.9956,0.0044,M,,1979
16436,"SANTINI, James David",D,96,house,1937.0,James,ssa,0.9956,0.0044,M,,1979
16437,"FLORIO, James Joseph",D,97,house,1937.0,James,ssa,0.9956,0.0044,M,,1981
16438,"SANTINI, James David",D,97,house,1937.0,James,ssa,0.9956,0.0044,M,,1981
16439,"FLORIO, James Joseph",D,98,house,1937.0,James,ssa,0.9956,0.0044,M,,1983
16440,"FLORIO, James Joseph",D,99,house,1937.0,James,ssa,0.9956,0.0044,M,,1985
16441,"FLORIO, James Joseph",D,100,house,1937.0,James,ssa,0.9956,0.0044,M,,1987
16442,"FLORIO, James Joseph",D,101,house,1937.0,James,ssa,0.9956,0.0044,M,,1989
16443,"FORD, Harold Eugene",D,94,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1975
16444,"FORD, Harold Eugene",D,95,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1977
16445,"FORD, Harold Eugene",D,96,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1979
16446,"FORD, Harold Eugene",D,97,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1981
16447,"FORD, Harold Eugene",D,98,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1983
16448,"FORD, Harold Eugene",D,99,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1985
16449,"FORD, Harold Eugene",D,100,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1987
16450,"FORD, Harold Eugene",D,101,house,1945.0,Harold,ssa,0.9969,0.0031,M,,1989
16451,"GRADISON, Willis David, Jr.",R,94,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1975
16452,"GRADISON, Willis David, Jr.",R,95,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1977
16453,"GRADISON, Willis David, Jr.",R,96,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1979
16454,"GRADISON, Willis David, Jr.",R,97,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1981
16455,"GRADISON, Willis David, Jr.",R,98,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1983
16456,"GRADISON, Willis David, Jr.",R,99,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1985
16457,"GRADISON, Willis David, Jr.",R,100,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1987
16458,"GRADISON, Willis David, Jr.",R,101,house,1928.0,Willis,ipums,0.9334,0.0666,M,,1989
16459,"HAGEDORN, Thomas Michael",R,94,house,1943.0,Thomas,ssa,0.9972,0.0028,M,,1975
16460,"HAGEDORN, Thomas Michael",R,95,house,1943.0,Thomas,ssa,0.9972,0.0028,M,,1977
16461,"HAGEDORN, Thomas Michael",R,96,house,1943.0,Thomas,ssa,0.9972,0.0028,M,,1979
16462,"HAGEDORN, Thomas Michael",R,97,house,1943.0,Thomas,ssa,0.9972,0.0028,M,,1981
16463,"HALL, Sam Blakeley, Jr.",D,94,house,1924.0,Sam,ipums,0.9923,0.0077,M,,1975
16464,"HALL, Sam Blakeley, Jr.",D,95,house,1924.0,Sam,ipums,0.9923,0.0077,M,,1977
16465,"HALL, Sam Blakeley, Jr.",D,96,house,1924.0,Sam,ipums,0.9923,0.0077,M,,1979
16466,"HALL, Sam Blakeley, Jr.",D,97,house,1924.0,Sam,ipums,0.9923,0.0077,M,,1981
16467,"HALL, Sam Blakeley, Jr.",D,98,house,1924.0,Sam,ipums,0.9923,0.0077,M,,1983
16468,"HALL, Sam Blakeley, Jr.",D,99,house,1924.0,Sam,ipums,0.9923,0.0077,M,,1985
16469,"HALL, Tim Lee",D,94,house,1925.0,Tim,ipums,1.0,0.0,M,,1975
16470,"HANNAFORD, Mark Warren",D,94,house,1925.0,Mark,ipums,0.9708,0.0292,M,,1975
16471,"HANNAFORD, Mark Warren",D,95,house,1925.0,Mark,ipums,0.9708,0.0292,M,,1977
16472,"HARKIN, Thomas Richard (Tom)",D,94,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1975
16473,"CORCORAN, Thomas Joseph",R,95,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1977
16474,"HARKIN, Thomas Richard (Tom)",D,95,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1977
16475,"CORCORAN, Thomas Joseph",R,96,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1979
16476,"HARKIN, Thomas Richard (Tom)",D,96,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1979
16477,"CORCORAN, Thomas Joseph",R,97,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1981
16478,"HARKIN, Thomas Richard (Tom)",D,97,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1981
16479,"CORCORAN, Thomas Joseph",R,98,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1983
16480,"HARKIN, Thomas Richard (Tom)",D,98,house,1939.0,Thomas,ssa,0.9966,0.0034,M,,1983
16481,"HARRIS, Herbert Eugene, II",D,94,house,1926.0,Herbert,ipums,1.0,0.0,M,,1975
16482,"HARRIS, Herbert Eugene, II",D,95,house,1926.0,Herbert,ipums,1.0,0.0,M,,1977
16483,"HARRIS, Herbert Eugene, II",D,96,house,1926.0,Herbert,ipums,1.0,0.0,M,,1979
16484,"HAYES, Philip Harold",D,94,house,1940.0,Philip,ssa,0.9981,0.0019,M,,1975
16485,"HEFNER, Willie Gathrel (Bill)",D,94,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1975
16486,"HEFNER, Willie Gathrel (Bill)",D,95,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1977
16487,"HEFNER, Willie Gathrel (Bill)",D,96,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1979
16488,"HEFNER, Willie Gathrel (Bill)",D,97,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1981
16489,"HEFNER, Willie Gathrel (Bill)",D,98,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1983
16490,"HEFNER, Willie Gathrel (Bill)",D,99,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1985
16491,"HEFNER, Willie Gathrel (Bill)",D,100,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1987
16492,"HEFNER, Willie Gathrel (Bill)",D,101,house,1930.0,Willie,ssa,0.6942,0.3058,M,,1989
16493,"HIGHTOWER, Jack English",D,94,house,1926.0,Jack,ipums,0.9945,0.0055,M,,1975
16494,"HIGHTOWER, Jack English",D,95,house,1926.0,Jack,ipums,0.9945,0.0055,M,,1977
16495,"HIGHTOWER, Jack English",D,96,house,1926.0,Jack,ipums,0.9945,0.0055,M,,1979
16496,"HIGHTOWER, Jack English",D,97,house,1926.0,Jack,ipums,0.9945,0.0055,M,,1981
16497,"HIGHTOWER, Jack English",D,98,house,1926.0,Jack,ipums,0.9945,0.0055,M,,1983
16498,"HOLLAND, Kenneth Lamar",D,94,house,1934.0,Kenneth,ssa,0.996,0.004,M,,1975
16499,"HOLLAND, Kenneth Lamar",D,95,house,1934.0,Kenneth,ssa,0.996,0.004,M,,1977
16500,"HOLLAND, Kenneth Lamar",D,96,house,1934.0,Kenneth,ssa,0.996,0.004,M,,1979
16501,"HOLLAND, Kenneth Lamar",D,97,house,1934.0,Kenneth,ssa,0.996,0.004,M,,1981
16502,"HOWE, Allan Turner",D,94,house,1927.0,Allan,ipums,0.9753,0.0247,M,,1975
16503,"HUBBARD, Carroll, Jr.",D,94,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1975
16504,"HUBBARD, Carroll, Jr.",D,95,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1977
16505,"HUBBARD, Carroll, Jr.",D,96,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1979
16506,"HUBBARD, Carroll, Jr.",D,97,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1981
16507,"HUBBARD, Carroll, Jr.",D,98,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1983
16508,"HUBBARD, Carroll, Jr.",D,99,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1985
16509,"HUBBARD, Carroll, Jr.",D,100,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1987
16510,"HUBBARD, Carroll, Jr.",D,101,house,1937.0,Carroll,ssa,0.8429,0.1571,M,,1989
16511,"HYDE, Henry John",R,94,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1975
16512,"HYDE, Henry John",R,95,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1977
16513,"HYDE, Henry John",R,96,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1979
16514,"HYDE, Henry John",R,97,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1981
16515,"HYDE, Henry John",R,98,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1983
16516,"HYDE, Henry John",R,99,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1985
16517,"HYDE, Henry John",R,100,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1987
16518,"HYDE, Henry John",R,101,house,1924.0,Henry,ipums,0.9944,0.0056,M,,1989
16519,"JEFFORDS, James Merrill",R,94,house,1934.0,James,ssa,0.9952,0.0048,M,,1975
16520,"OBERSTAR, James Louis",D,94,house,1934.0,James,ssa,0.9952,0.0048,M,,1975
16521,"JEFFORDS, James Merrill",R,95,house,1934.0,James,ssa,0.9952,0.0048,M,,1977
16522,"OBERSTAR, James Louis",D,95,house,1934.0,James,ssa,0.9952,0.0048,M,,1977
16523,"JEFFORDS, James Merrill",R,96,house,1934.0,James,ssa,0.9952,0.0048,M,,1979
16524,"OBERSTAR, James Louis",D,96,house,1934.0,James,ssa,0.9952,0.0048,M,,1979
16525,"JEFFORDS, James Merrill",R,97,house,1934.0,James,ssa,0.9952,0.0048,M,,1981
16526,"OBERSTAR, James Louis",D,97,house,1934.0,James,ssa,0.9952,0.0048,M,,1981
16527,"JEFFORDS, James Merrill",R,98,house,1934.0,James,ssa,0.9952,0.0048,M,,1983
16528,"OBERSTAR, James Louis",D,98,house,1934.0,James,ssa,0.9952,0.0048,M,,1983
16529,"JEFFORDS, James Merrill",R,99,house,1934.0,James,ssa,0.9952,0.0048,M,,1985
16530,"OBERSTAR, James Louis",D,99,house,1934.0,James,ssa,0.9952,0.0048,M,,1985
16531,"INHOFE, James Mountain",R,100,house,1934.0,James,ssa,0.9952,0.0048,M,,1987
16532,"JEFFORDS, James Merrill",R,100,house,1934.0,James,ssa,0.9952,0.0048,M,,1987
16533,"OBERSTAR, James Louis",D,100,house,1934.0,James,ssa,0.9952,0.0048,M,,1987
16534,"INHOFE, James Mountain",R,101,house,1934.0,James,ssa,0.9952,0.0048,M,,1989
16535,"OBERSTAR, James Louis",D,101,house,1934.0,James,ssa,0.9952,0.0048,M,,1989
16536,"JENRETTE, John Wilson, Jr.",D,94,house,1936.0,John,ssa,0.9958,0.0042,M,,1975
16537,"JENRETTE, John Wilson, Jr.",D,95,house,1936.0,John,ssa,0.9958,0.0042,M,,1977
16538,"JENRETTE, John Wilson, Jr.",D,96,house,1936.0,John,ssa,0.9958,0.0042,M,,1979
16539,"McCAIN, John Sidney, III",R,98,house,1936.0,John,ssa,0.9958,0.0042,M,,1983
